City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
343,Fort Wellington,GY,27.37,overcast clouds,6.4,-57.6,TE'AMO Entertainment Park
344,Saint George,US,27.57,clear sky,37.1041,-113.5841,Best Western Plus Abbey Inn
348,Potsdam,DE,11.12,clear sky,52.3989,13.0657,Dorint Hotel Sanssouci Berlin/Potsdam
350,Camacha,PT,16.68,scattered clouds,33.0833,-16.3333,Hotel Porto Santo & Spa
351,Maloh,PH,26.51,overcast clouds,9.056000000000001,122.9851,Centralle District Beach Resort
352,Tura,IN,20.89,clear sky,25.5198,90.2201,Hotel RIKMAN Continental
354,Tukrah,LY,16.85,overcast clouds,32.5341,20.5791,Lagrota restaurant
355,Nouadhibou,MR,19.99,scattered clouds,20.930999999999997,-17.0347,El Medina
357,Pujehun,SL,26.42,overcast clouds,7.3581,-11.7208,Fanny Guesthouse
359,Komsomolskiy,UZ,19.4,few clouds,40.4272,71.7189,Ikathouse
361,Wuzhou,CN,14.53,overcast clouds,23.4833,111.3167,Wuzhou Hostel
364,Wanning,CN,24.32,broken clouds,18.8003,110.3967,Paradise Hotel
365,Odweyne,SO,24.0,overcast clouds,9.4092,45.06399999999999,Eng Hiirey House
366,Fort-Shevchenko,KZ,12.97,clear sky,44.5086,50.263000000000005,Oasis hotel Bautino
367,Namatanai,PG,27.02,overcast clouds,-3.6667,152.4333,Seagulls Inn Namatani
368,Kalmunai,LK,26.01,broken clouds,7.4167,81.8167,VS Villa
370,Boysun,UZ,17.3,overcast clouds,38.2061,67.1986,Gaza Hotel
377,Kijang,KR,10.85,overcast clouds,35.2442,129.2139,Samyang Beach Villa
378,Ahipara,NZ,19.99,overcast clouds,-35.1667,173.1667,Ahipara Holiday Park
379,Paita,PE,22.7,clear sky,-5.0892,-81.1144,Hotel Náutico de Paita
380,Luena,AO,17.58,overcast clouds,-11.7833,19.9167,Hotel Kandamba
381,Karpathos,GR,16.98,clear sky,35.507,27.2132,Alex
382,Vangaindrano,MG,22.51,few clouds,-23.35,47.6,Hotel Fanilo
385,Rocha,UY,18.97,overcast clouds,-34.4833,-54.3333,Hotel Arrarte
386,Presidente Medici,BR,27.22,light rain,-11.1753,-61.9014,Oliveira Palace Hotel
388,Chokwe,MZ,18.38,light rain,-24.5333,32.9833,Complexo Sonho Real
389,Kavaratti,IN,28.77,scattered clouds,10.5669,72.642,Hotels in Lakshadweep Islands
390,Acapulco,MX,29.9,clear sky,16.8634,-99.8901,HS Hotsson Smart Acapulco
391,Mahon,ES,13.31,clear sky,39.8885,4.2658,ARTIEM Capri
392,Gambela,ET,25.96,overcast clouds,8.25,34.5833,Solomon Debebe Hotel
394,Saint-Francois,FR,12.69,clear sky,46.4154,3.9054,Manoir Du Bonheur
395,Mumford,GH,27.47,light rain,5.2618,-0.759,Spanish Villa
396,Sao Joao Da Barra,BR,26.05,clear sky,-21.6403,-41.0511,Pousada Porto De Canoas
399,Sakti,IN,28.21,clear sky,22.0333,82.9667,C.B. Sweet Home
400,Manadhoo,MV,28.86,overcast clouds,5.7667,73.3833,Bon Abri maldives
402,Vila Velha,BR,26.97,clear sky,-20.3297,-40.2925,Hotel Vitória Palace
405,La Baule-Escoublac,FR,14.81,clear sky,47.2922,-2.364,Hôtel Barrière Le Royal La Baule
406,Marsh Harbour,BS,25.32,few clouds,26.5412,-77.0636,Abaco Beach Resort
408,Helmond,NL,15.23,clear sky,51.4817,5.6611,Golden Tulip
413,Phuket,TH,27.12,few clouds,8.0,98.25,The Surin
415,Viedma,AR,21.63,clear sky,-40.8135,-62.9967,Hotel Cristal
418,Matadi,CD,26.63,overcast clouds,-5.8167,13.45,Hotel Vivi Palace
425,Vila Franca Do Campo,PT,16.23,broken clouds,37.7167,-25.4333,Pestana Bahia Praia
427,La Ligua,CL,19.36,clear sky,-32.4524,-71.2311,Hotel Anchimallen
429,Sao Mateus,BR,23.84,overcast clouds,-18.7161,-39.8589,Hotel Rio Norte
430,Miri,MY,25.08,few clouds,4.4148,114.0089,"Mega Hotel, Miri"
431,Port-Gentil,GA,26.98,thunderstorm,-0.7193,8.7815,Fengshui Residence
432,Markapur,IN,28.41,broken clouds,15.7333,79.2833,VIHARI GRAND INN
433,Show Low,US,22.82,clear sky,34.2542,-110.0298,Hampton Inn & Suites Show Low-Pinetop
436,Tocopilla,CL,19.59,few clouds,-22.092,-70.1979,Hotel Galvarino
439,Bayir,TR,19.29,clear sky,37.2687,28.2167,Hotel Babadag
440,Nizwa,OM,28.83,clear sky,22.9333,57.5333,Orient Apartments
442,Ko Samui,TH,29.13,broken clouds,9.5357,99.9357,The Passage
443,Oriximina,BR,28.97,moderate rain,-1.7656,-55.8661,Pousada Tia Amélia
445,Bosaso,SO,28.61,clear sky,11.2842,49.1816,Red Sea Hotel
446,West Point,US,20.68,overcast clouds,33.6076,-88.6503,Hampton Inn & Suites West Point
447,Williams Lake,CA,11.7,few clouds,52.1415,-122.1445,Stampeder Motel
448,Gilgit,PK,17.05,clear sky,35.9221,74.3087,Tourist Hamlet Gilgit
450,Port Hardy,CA,10.1,few clouds,50.6996,-127.4199,Airport Inn-Port Hardy
451,Basco,PH,24.58,overcast clouds,20.4487,121.9702,Nathaniel's Lodge
453,Lumby,CA,12.8,clear sky,50.2498,-118.969,Twin Creeks Motel
454,Mwinilunga,ZM,17.14,light rain,-11.7358,24.4293,Kwakuwahi Lodge
455,Rengo,CL,23.18,few clouds,-34.4167,-70.8667,Hostal Cartagena
456,Hereford,GB,13.67,light rain,52.0568,-2.7148,The Green Dragon Hotel
458,Pasighat,IN,17.69,overcast clouds,28.0667,95.3333,Siang Guest House
459,Bengkulu,ID,24.13,overcast clouds,-3.8004,102.2655,Grage Hotel Bengkulu
462,Tual,ID,28.75,overcast clouds,-5.6667,132.75,Grand Vilia Hotel
467,Bolama,GW,27.19,few clouds,11.5833,-15.4667,Hotel Samaritana
470,Guerrero Negro,MX,20.84,broken clouds,27.9769,-114.0611,"Casa Laguna, Bed & Breakfast"
471,Lasem,ID,25.87,overcast clouds,-6.6922,111.4527,"Nyah Lasem | Museum, Warung & Community Center"
472,Maun,BW,23.98,scattered clouds,-19.9833,23.4167,Enviro Villa
473,Karonga,MW,22.96,light rain,-9.9333,33.9333,Sumuka Inn
475,Richards Bay,ZA,17.64,light rain,-28.783,32.0377,BON Hotel Waterfront Richards Bay
476,Mbeya,TZ,15.07,broken clouds,-8.9,33.45,Leda Lodge
477,Vieux-Habitants,GP,28.76,overcast clouds,16.0589,-61.7659,Gîtes Dardanelle
478,San Andres,CO,29.01,few clouds,12.5847,-81.7006,Hotel Arena Blanca
479,Guayaramerin,BO,27.03,broken clouds,-10.8368,-65.3614,Hostal Funf
482,Virbhadra,IN,25.08,few clouds,30.0712,78.2819,GANGA KINARE - A Riverside Boutique Resort
483,Tucumcari,US,27.19,clear sky,35.1717,-103.725,"Holiday Inn Express & Suites Tucumcari, an IHG Hotel"
488,Rawson,AR,18.71,clear sky,-43.3002,-65.1023,Hosteria Sampedro
489,Luanda,AO,27.0,broken clouds,-8.8368,13.2343,EPIC SANA Luanda
492,Elat,IL,28.91,clear sky,29.5581,34.9482,Club Hotel Eilat
493,Domoni,KM,25.98,few clouds,-12.2569,44.5319,Al Djadid
495,Karratha,AU,29.22,few clouds,-20.7377,116.8463,ibis Styles Karratha
499,Hirara,JP,21.2,broken clouds,24.8,125.2833,Hotel Atoll Emerald Miyakojima
500,Puerto Narino,CO,28.37,light rain,-3.7703,-70.3831,Eware Refugio Amazonico
502,Aksu,CN,14.53,broken clouds,41.1231,80.2644,Pudong Holiday Hotel
503,Quatre Cocos,MU,25.06,moderate rain,-20.2078,57.7625,Sunrise Attitude Hotel
504,Siniscola,IT,13.75,clear sky,40.5719,9.6922,Hotel Sa Tanca E Bore
505,Maragogi,BR,26.78,scattered clouds,-9.0122,-35.2225,Salinas do Maragogi All Inclusive Resort
506,Mwaro,BI,14.07,light rain,-3.5,29.6667,Lycée Mwaro
508,Manokwari,ID,25.95,overcast clouds,-0.8667,134.0833,Swiss Belhotel Manokwari
510,Freeport,US,11.66,broken clouds,40.6576,-73.5832,The Freeport Inn and Marina
514,Rovigo,IT,11.84,scattered clouds,45.08,11.793,Best Western Hotel Cristallo
515,Navoi,UZ,19.71,overcast clouds,40.0844,65.3792,Silk Road Hotel Termez
516,Pisco,PE,21.12,clear sky,-13.7,-76.2167,Hotel San Isidro Oficial
518,Korla,CN,13.64,clear sky,41.7597,86.1469,Gulisitan Hotel
519,Sao Sebastiao,BR,21.24,overcast clouds,-23.76,-45.4097,Hotel Recanto dos Pássaros
520,Soure,BR,27.49,light rain,-0.7167,-48.5233,Casarão da Amazônia
521,Ulladulla,AU,15.5,overcast clouds,-35.35,150.4667,Sandpiper Motel
525,Brindisi,IT,13.2,overcast clouds,40.5833,17.6667,Agriturismo Tibitone
529,Ilam,NP,18.53,clear sky,26.9167,87.9167,चियाबारी कटेज
530,Coihaique,CL,14.34,clear sky,-45.5752,-72.0662,Diego De Almagro Coyhaique
